OID_,Join_Count,STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,PERSONS,PEDS,HARM_EV,TRAF_FLO,NO_LANES,HIT_RUN,WEATHER,FATALS,DAY_WEEK,DRUNK_DR,YEAR,TWAY_ID,latitude,longitude,metro
2513,1,6,59,1,20,19,51,3,1,Pedestrian,5,6,0,1,1,1,0,2008,WESTMINSTER AVE,33.75957222,-117.9419972,Anaheim-Santa Ana-Irvine MD
2522,1,6,59,2,5,17,37,2,1,Pedestrian,2,3,0,1,1,3,0,2008,BOLSA CHICA ST,33.72987778,-118.0416972,Anaheim-Santa Ana-Irvine MD
2570,1,6,59,4,2,21,40,2,1,Bicyclist,1,4,0,1,1,4,1,2008,Bastanchury Rd,33.89923611,-117.8420417,Anaheim-Santa Ana-Irvine MD
2601,1,6,59,4,29,23,42,3,2,Pedestrian,2,3,0,1,1,3,0,2008,GARDEN GROVE BL,33.77383333,-117.9769,Anaheim-Santa Ana-Irvine MD
2676,1,6,59,6,30,18,59,2,1,Bicyclist,1,2,0,1,1,2,0,2008,SAINT ANDREW PL,33.72317222,-117.8872944,Anaheim-Santa Ana-Irvine MD
2684,1,6,59,6,29,3,26,2,1,Pedestrian,1,4,0,1,1,1,0,2008,MAIN ST,33.74575278,-117.8680222,Anaheim-Santa Ana-Irvine MD
2774,1,6,59,8,25,6,58,2,1,Pedestrian,3,2,0,1,1,2,0,2008,NEWPORT PLACE DR,33.66234167,-117.8647833,Anaheim-Santa Ana-Irvine MD
2786,1,6,59,8,29,8,31,2,1,Pedestrian,2,2,0,1,1,6,0,2008,WESTCLIFF DR,33.62592222,-117.9049889,Anaheim-Santa Ana-Irvine MD
2800,1,6,59,9,3,0,33,2,1,Bicyclist,1,2,0,1,1,4,0,2008,LOS OBREROS,33.43274444,-117.6273472,Anaheim-Santa Ana-Irvine MD
2821,1,6,59,7,25,14,12,2,1,Bicyclist,2,3,0,1,1,6,0,2008,HARBOR BL,33.742925,-117.9201639,Anaheim-Santa Ana-Irvine MD
2826,1,6,59,9,22,11,17,3,1,Pedestrian,2,3,0,1,1,2,0,2008,CULVER DR,33.66218056,-117.8275417,Anaheim-Santa Ana-Irvine MD
2851,1,6,59,9,20,21,19,7,1,Pedestrian,9,9,2,1,1,7,0,2008,SR-1,33.63898611,-117.9718889,Anaheim-Santa Ana-Irvine MD
2904,1,6,59,9,27,23,42,3,1,Pedestrian,5,4,0,1,1,7,0,2008,GILBERT ST,33.80671667,-117.9676306,Anaheim-Santa Ana-Irvine MD
2908,1,6,59,10,10,6,36,2,1,Bicyclist,1,4,0,1,1,6,0,2008,W BALL RD,33.81752222,-117.9845556,Anaheim-Santa Ana-Irvine MD
2910,1,6,59,10,25,21,25,3,1,Pedestrian,1,4,0,1,1,7,0,2008,MCFADDEN AVE,33.738025,-117.9437028,Anaheim-Santa Ana-Irvine MD
2927,1,6,59,11,16,18,11,2,1,Pedestrian,1,4,0,1,1,1,0,2008,SANTIAGO CYN RD,33.79148056,-117.7587028,Anaheim-Santa Ana-Irvine MD
2932,1,6,59,10,28,15,22,2,1,Pedestrian,3,3,0,1,1,3,0,2008,SR-39,33.676425,-117.9885083,Anaheim-Santa Ana-Irvine MD
2942,1,6,59,12,3,19,21,4,1,Pedestrian,3,3,0,1,1,4,0,2008,GARDEN GROVE BL,33.77398333,-117.9773333,Anaheim-Santa Ana-Irvine MD
2944,1,6,59,12,4,5,23,3,1,Pedestrian,3,4,2,1,1,5,0,2008,SR-39,33.84828611,-117.9978306,Anaheim-Santa Ana-Irvine MD
2982,1,6,59,11,16,17,42,2,1,Pedestrian,1,5,0,1,1,1,0,2008,ORANGETHORPE AVE,33.85902222,-117.9936972,Anaheim-Santa Ana-Irvine MD
2983,1,6,59,11,17,8,30,2,1,Pedestrian,1,2,0,1,1,2,0,2008,AVENIDA PICO,33.43173056,-117.63065,Anaheim-Santa Ana-Irvine MD
2994,1,6,59,10,10,19,20,3,1,Pedestrian,1,4,0,1,1,6,0,2008,EL CAMINO REAL,33.42805556,-117.6130972,Anaheim-Santa Ana-Irvine MD
3001,1,6,59,11,23,18,44,4,1,Bicyclist,1,4,0,1,1,1,0,2008,MAGNOLIA AVE,33.85965833,-117.9762889,Anaheim-Santa Ana-Irvine MD
3016,1,6,59,12,20,5,36,2,1,Pedestrian,1,5,0,1,1,7,0,2008,TUSTIN AVE,33.630925,-117.9118972,Anaheim-Santa Ana-Irvine MD
3041,1,6,59,12,6,18,4,3,2,Pedestrian,9,9,0,1,1,7,0,2008,BASTANCHURY RD,33.89977222,-117.8378972,Anaheim-Santa Ana-Irvine MD
3042,1,6,59,9,13,5,40,2,1,Pedestrian,2,2,0,1,1,7,0,2008,CERRITOS AVE,33.81031667,-117.9803111,Anaheim-Santa Ana-Irvine MD
3043,1,6,59,11,22,13,8,2,1,Pedestrian,2,3,0,1,1,7,0,2008,BROOKHURST ST,33.77771944,-117.9574583,Anaheim-Santa Ana-Irvine MD
3076,1,6,59,12,6,17,30,2,1,Pedestrian,2,3,0,1,1,7,0,2008,SR-39,33.70747222,-117.9891194,Anaheim-Santa Ana-Irvine MD
3160,1,6,59,1,13,3,48,2,1,Pedestrian,2,3,,1,1,3,0,2009,HARBOR BL,33.75972778,-117.9203417,Anaheim-Santa Ana-Irvine MD
3183,1,6,59,1,10,23,29,2,1,Pedestrian,3,7,,1,1,7,0,2009,SR-57,33.84543333,-117.8762417,Anaheim-Santa Ana-Irvine MD
3205,1,6,59,2,10,7,41,3,1,Pedestrian,3,2,,1,1,3,0,2009,JACKSON ST,33.76009722,-117.9879278,Anaheim-Santa Ana-Irvine MD
3234,1,6,59,2,19,1,47,2,1,Pedestrian,3,4,,1,1,5,0,2009,I-5,33.41109722,-117.6010472,Anaheim-Santa Ana-Irvine MD
3239,1,6,59,2,26,18,40,2,1,Pedestrian,1,2,,1,1,5,0,2009,FAWNGLEN EAST,33.69465833,-117.7913361,Anaheim-Santa Ana-Irvine MD
3255,1,6,59,4,11,21,47,2,1,Pedestrian,2,6,,1,1,7,0,2009,1ST ST,33.74519722,-117.9158361,Anaheim-Santa Ana-Irvine MD
3290,1,6,59,4,18,23,15,2,1,Bicyclist,2,3,,1,1,7,0,2009,GARDEN GROVE BLVD,33.77416667,-117.9486917,Anaheim-Santa Ana-Irvine MD
3292,1,6,59,4,19,2,6,2,1,Pedestrian,1,2,,1,1,1,0,2009,ORANGEWOOD AVE,33.79569722,-118.0040222,Anaheim-Santa Ana-Irvine MD
3295,1,6,59,4,24,16,40,2,1,Bicyclist,5,4,,1,1,6,0,2009,S WEST ST,33.8013,-117.9239472,Anaheim-Santa Ana-Irvine MD
3308,1,6,59,3,23,9,14,2,1,Bicyclist,2,3,,1,1,2,0,2009,SR-39,33.73022778,-117.9893889,Anaheim-Santa Ana-Irvine MD
3311,1,6,59,3,13,5,56,2,1,Pedestrian,2,3,,1,1,6,0,2009,WARNER AVE,33.71541667,-118.0381917,Anaheim-Santa Ana-Irvine MD
3321,1,6,59,3,14,23,9,3,1,Pedestrian,2,3,,1,1,7,0,2009,NEWPORT BLVD,33.63629722,-117.9221861,Anaheim-Santa Ana-Irvine MD
3324,1,6,59,5,1,1,10,2,1,Pedestrian,2,2,,1,1,6,0,2009,CHAPMAN AVE,33.78875833,-117.9150333,Anaheim-Santa Ana-Irvine MD
3328,1,6,59,5,7,23,18,3,1,Pedestrian,3,7,,1,1,5,0,2009,I-405,33.68754167,-117.8836972,Anaheim-Santa Ana-Irvine MD
3368,1,6,59,2,14,4,28,4,1,Pedestrian,3,5,,1,1,7,0,2009,I-405,33.71466111,-117.9654389,Anaheim-Santa Ana-Irvine MD
3371,1,6,59,5,3,21,57,2,1,Bicyclist,2,1,,1,1,1,0,2009,MCFADDEN AVE,33.73364722,-117.8651778,Anaheim-Santa Ana-Irvine MD
3382,1,6,59,6,29,20,47,2,1,Pedestrian,5,4,,1,1,2,0,2009,ORANGETHORPE AVE,33.85934722,-117.9438361,Anaheim-Santa Ana-Irvine MD
3390,1,6,59,7,9,2,49,2,1,Pedestrian,5,2,,1,1,5,0,2009,W BALL RD,33.81773333,-117.9577167,Anaheim-Santa Ana-Irvine MD
3393,1,6,59,7,11,20,53,4,1,Pedestrian,2,3,,1,1,7,0,2009,EUCLID ST,33.69631667,-117.9348639,Anaheim-Santa Ana-Irvine MD
3402,1,6,59,7,23,17,9,2,1,Bicyclist,5,1,,1,1,5,0,2009,RIDGE PARK,33.60560278,-117.8217167,Anaheim-Santa Ana-Irvine MD
3437,1,6,59,7,21,3,20,2,1,Pedestrian,2,2,,1,1,3,0,2009,SR-133,33.55010278,-117.7801528,Anaheim-Santa Ana-Irvine MD
3440,1,6,59,6,28,21,17,3,1,Pedestrian,1,4,,1,1,1,0,2009,EUCLID ST,33.80075278,-117.9414778,Anaheim-Santa Ana-Irvine MD
3453,1,6,59,8,13,15,4,2,1,Pedestrian,2,2,,1,1,5,0,2009,BARRANCA PKWY,33.68251389,-117.8058028,Anaheim-Santa Ana-Irvine MD
3456,1,6,59,7,25,0,42,2,1,Pedestrian,2,4,,1,1,7,0,2009,SR-39,33.71170278,-117.9889806,Anaheim-Santa Ana-Irvine MD
3465,1,6,59,8,13,22,54,2,1,Pedestrian,3,4,,1,1,5,0,2009,BEACH BL,33.78841667,-117.9928389,Anaheim-Santa Ana-Irvine MD
3485,1,6,59,6,26,19,1,4,1,Pedestrian,2,4,,1,1,6,0,2009,SR-39,33.71977778,-117.9890556,Anaheim-Santa Ana-Irvine MD
3487,1,6,59,9,13,18,23,2,1,Pedestrian,5,6,,1,1,1,0,2009,MEMORY LN,33.77319444,-117.8865833,Anaheim-Santa Ana-Irvine MD
3499,1,6,59,9,18,6,8,2,1,Pedestrian,1,4,,1,1,6,0,2009,WESTERN AVE,33.86211944,-118.0025417,Anaheim-Santa Ana-Irvine MD
3519,1,6,59,9,9,8,45,2,1,Pedestrian,2,3,,1,1,4,0,2009,S BROOKHURST ST,33.81891111,-117.9590472,Anaheim-Santa Ana-Irvine MD
3534,1,6,59,10,6,21,25,2,1,Pedestrian,3,6,,1,1,3,0,2009,SR-55,33.76841389,-117.8311222,Anaheim-Santa Ana-Irvine MD
3574,1,6,59,10,21,17,38,2,1,Bicyclist,2,3,,1,1,4,0,2009,IMPERIAL HWY,33.90201111,-117.8375806,Anaheim-Santa Ana-Irvine MD
3575,1,6,59,10,23,17,52,2,1,Bicyclist,9,9,,1,1,6,0,2009,TRASK AVE,33.76686111,-117.9420139,Anaheim-Santa Ana-Irvine MD
3585,1,6,59,11,19,6,3,2,1,Pedestrian,2,3,,1,1,5,0,2009,KATELLA AVE,33.80293056,-118.0110333,Anaheim-Santa Ana-Irvine MD
3620,1,6,59,11,22,19,59,4,1,Pedestrian,5,4,,1,1,1,0,2009,N WESTERN AVE,33.83371389,-118.0022639,Anaheim-Santa Ana-Irvine MD
3621,1,6,59,11,3,21,51,2,1,Pedestrian,2,3,,1,1,3,0,2009,IRVINE CENTER DR,33.701,-117.8027333,Anaheim-Santa Ana-Irvine MD
3624,1,6,59,10,9,20,33,3,1,Pedestrian,5,4,,1,1,6,0,2009,MAGNOLIA AVE,33.80895278,-117.97575,Anaheim-Santa Ana-Irvine MD
3643,1,6,59,10,15,20,42,2,1,Pedestrian,1,6,,1,1,5,0,2009,S ANAHEIM BL,33.81250278,-117.9063722,Anaheim-Santa Ana-Irvine MD
3663,1,6,59,10,20,17,0,2,1,Pedestrian,1,4,,1,1,3,0,2009,MAGNOLIA AVE,33.80754444,-117.9757194,Anaheim-Santa Ana-Irvine MD
3669,1,6,59,11,7,2,1,2,1,Bicyclist,5,2,,1,1,7,0,2009,EDINGER AVE,33.72725278,-117.9034806,Anaheim-Santa Ana-Irvine MD
3698,1,6,59,12,12,1,36,3,1,Pedestrian,3,3,,1,1,7,1,2009,NEWPORT BLVD,33.64263056,-117.9173694,Anaheim-Santa Ana-Irvine MD
3714,1,6,59,12,3,14,31,2,1,Bicyclist,5,2,,1,1,5,0,2009,W ORANGEWOOD AVE,33.79591667,-117.9369083,Anaheim-Santa Ana-Irvine MD
3720,1,6,59,12,9,5,59,2,1,Bicyclist,3,3,,1,1,4,0,2009,JAMBOREE RD,33.63475556,-117.8720778,Anaheim-Santa Ana-Irvine MD
3730,1,6,59,12,23,21,33,3,1,Pedestrian,2,3,,1,1,4,0,2009,E LINCOLN AVE,33.83907222,-117.8837889,Anaheim-Santa Ana-Irvine MD
3755,1,6,59,12,30,19,22,2,1,Bicyclist,5,4,,2,1,4,0,2009,S KNOTT AVE,33.82963889,-118.0109611,Anaheim-Santa Ana-Irvine MD
3764,1,6,59,5,20,10,15,3,1,Pedestrian,1,2,,1,1,4,0,2009,SANTA CRUZ ST,33.79052222,-117.9965694,Anaheim-Santa Ana-Irvine MD
3818,1,6,59,1,13,17,34,1,1,Pedestrian,,,,1,1,4,0,2010,GARDEN GROVE BL,33.7745,-117.9088028,Anaheim-Santa Ana-Irvine MD
3828,1,6,59,1,9,18,34,5,1,Pedestrian,,,,1,1,7,0,2010,SR-133,33.55441389,-117.7751972,Anaheim-Santa Ana-Irvine MD
3833,1,6,59,1,28,20,2,3,1,Pedestrian,,,,1,1,5,0,2010,ORANGETHORPE AVE,33.859125,-117.9743389,Anaheim-Santa Ana-Irvine MD
3834,1,6,59,1,28,21,22,1,1,Pedestrian,,,,1,1,5,0,2010,SR-1,33.71598056,-118.0681694,Anaheim-Santa Ana-Irvine MD
3837,1,6,59,1,29,5,49,1,1,Pedestrian,,,,1,1,6,0,2010,SR-1,33.74495556,-118.1037972,Anaheim-Santa Ana-Irvine MD
3971,1,6,59,4,20,20,28,1,1,Bicyclist,,,,10,1,3,0,2010,BEACH BL,33.93186389,-117.967775,Anaheim-Santa Ana-Irvine MD
3974,1,6,59,5,5,16,1,1,1,Pedestrian,,,,1,1,4,0,2010,WARD ST,33.73390556,-117.9460111,Anaheim-Santa Ana-Irvine MD
3993,1,6,59,5,20,19,15,1,2,Pedestrian,,,,1,1,5,0,2010,NEWLAND ST,33.75796944,-117.9810333,Anaheim-Santa Ana-Irvine MD
4013,1,6,59,4,25,9,28,2,1,Pedestrian,,,,1,1,1,0,2010,1ST ST,33.74524444,-117.8980972,Anaheim-Santa Ana-Irvine MD
4043,1,6,59,6,3,21,33,1,1,Pedestrian,,,,1,1,5,0,2010,KATELLA AVE,33.80285556,-118.0436444,Anaheim-Santa Ana-Irvine MD
4095,1,6,59,7,16,21,8,1,1,Pedestrian,,,,1,1,6,0,2010,MAGNOLIA ST,33.730375,-117.9720889,Anaheim-Santa Ana-Irvine MD
4096,1,6,59,7,17,2,25,1,1,Pedestrian,,,,1,1,7,0,2010,WESTMINSTER BL,33.75926667,-118.0326444,Anaheim-Santa Ana-Irvine MD
4103,1,6,59,6,20,4,47,1,1,Pedestrian,,,,1,1,1,0,2010,FAIRVIEW AVE,33.75601944,-117.9028167,Anaheim-Santa Ana-Irvine MD
4115,1,6,59,8,20,23,54,2,1,Pedestrian,,,,1,1,6,0,2010,HARBOR BL,33.68374722,-117.9194139,Anaheim-Santa Ana-Irvine MD
4144,1,6,59,9,10,15,54,1,1,Pedestrian,,,,1,1,6,0,2010,NEWLAND ST,33.65230278,-117.9796222,Anaheim-Santa Ana-Irvine MD
4149,1,6,59,9,9,11,31,1,1,Pedestrian,,,,1,1,5,0,2010,W LINCOLN AVE,33.83226111,-117.9455917,Anaheim-Santa Ana-Irvine MD
4198,1,6,59,9,7,9,53,1,1,Pedestrian,,,,10,1,3,0,2010,SR-22,33.77415,-118.0238,Anaheim-Santa Ana-Irvine MD
4215,1,6,59,10,15,6,30,2,1,Pedestrian,,,,2,1,6,0,2010,HARBOR BL,33.75788611,-117.9204667,Anaheim-Santa Ana-Irvine MD
4219,1,6,59,10,18,6,34,1,1,Pedestrian,,,,2,1,2,0,2010,LOS FELIZ,33.8336,-118.029375,Anaheim-Santa Ana-Irvine MD
4252,1,6,59,10,30,19,10,3,1,Pedestrian,,,,1,1,7,0,2010,HARBOR BL,33.72059167,-117.9203361,Anaheim-Santa Ana-Irvine MD
4268,1,6,59,10,24,21,43,1,1,Pedestrian,,,,2,1,1,0,2010,GOLDENWEST ST,33.75364722,-118.0071028,Anaheim-Santa Ana-Irvine MD
4281,1,6,59,11,11,17,37,1,1,Pedestrian,,,,1,1,5,1,2010,S RIO VISTA ST,33.83915556,-117.8716444,Anaheim-Santa Ana-Irvine MD
4333,1,6,59,10,2,19,47,1,1,Pedestrian,,,,1,1,7,0,2010,E REDWOOD AVE,33.84323889,-117.8972194,Anaheim-Santa Ana-Irvine MD
4364,1,6,59,12,18,17,7,1,1,Pedestrian,,,,2,1,7,0,2010,SANTA CLARA AVE,33.76694722,-117.8367806,Anaheim-Santa Ana-Irvine MD
4384,1,6,59,7,15,7,47,2,1,Bicyclist,,,,1,1,5,0,2010,SPYGLASS HILL RD,33.61781111,-117.8506333,Anaheim-Santa Ana-Irvine MD
4389,1,6,59,12,22,6,38,1,1,Pedestrian,,,,2,1,4,0,2010,SR-1,33.53477778,-117.7776,Anaheim-Santa Ana-Irvine MD
4420,1,6,59,12,30,17,21,1,1,Pedestrian,,,,1,1,5,0,2010,W BROADWAY,33.82861667,-117.9722806,Anaheim-Santa Ana-Irvine MD
4426,1,6,59,12,22,17,35,3,1,Bicyclist,,,,10,1,4,0,2010,BROOKHURST ST,33.65248889,-117.9536917,Anaheim-Santa Ana-Irvine MD
4435,1,6,59,12,1,2,1,1,1,Pedestrian,,,,1,1,4,1,2010,I-5,33.47576944,-117.6743028,Anaheim-Santa Ana-Irvine MD
4500,1,6,59,1,18,11,53,1,1,Bicyclist,,,,1,1,3,0,2011,BROOKHURST ST,33.755075,-117.9550083,Anaheim-Santa Ana-Irvine MD
4536,1,6,59,2,5,18,3,1,1,Pedestrian,,,,1,1,7,0,2011,HARBOR BLVD,33.73905833,-117.9201167,Anaheim-Santa Ana-Irvine MD
4545,1,6,59,2,16,18,22,1,1,Pedestrian,,,,10,1,4,0,2011,BROOKHURST ST,33.68956111,-117.95405,Anaheim-Santa Ana-Irvine MD
4556,1,6,59,2,20,22,58,1,2,Pedestrian,,,,1,1,1,0,2011,W CHAPMAN AVE,33.78786111,-117.8629583,Anaheim-Santa Ana-Irvine MD
4560,1,6,59,2,17,9,21,1,1,Pedestrian,,,,1,1,5,0,2011,HAZEL AVE,33.77400278,-117.9741111,Anaheim-Santa Ana-Irvine MD
4563,1,6,59,2,26,3,46,1,1,Pedestrian,,,,2,1,7,0,2011,I-5,33.62405278,-117.7164889,Anaheim-Santa Ana-Irvine MD
4591,1,6,59,3,21,11,43,1,1,Pedestrian,,,,2,1,2,0,2011,I-5 RAMP,33.73378056,-117.8150917,Anaheim-Santa Ana-Irvine MD
4608,1,6,59,2,21,17,56,1,1,Bicyclist,,,,1,1,2,1,2011,SAN JOAQUIN HILLS RD,33.60603611,-117.8401972,Anaheim-Santa Ana-Irvine MD
4629,1,6,59,4,14,23,16,1,1,Pedestrian,,,,1,1,5,0,2011,E LA PALMA AVE,33.84718056,-117.9060667,Anaheim-Santa Ana-Irvine MD
4630,1,6,59,1,19,8,2,1,1,Bicyclist,,,,1,1,4,0,2011,IROQUOIS RD,33.76845278,-118.0235667,Anaheim-Santa Ana-Irvine MD
4660,1,6,59,4,2,1,20,4,1,Pedestrian,,,,1,1,7,0,2011,I-5,33.625725,-117.7179389,Anaheim-Santa Ana-Irvine MD
4662,1,6,59,4,22,0,1,1,1,Pedestrian,,,,1,1,6,0,2011,WARNER AVE,33.7159,-117.8561,Anaheim-Santa Ana-Irvine MD
4667,1,6,59,4,29,22,20,3,1,Pedestrian,,,,1,1,6,0,2011,SR-91,33.8559,-118.0072306,Anaheim-Santa Ana-Irvine MD
4697,1,6,59,5,15,3,4,1,1,Bicyclist,,,,10,1,1,0,2011,WARNER AVE,33.71604167,-117.9675333,Anaheim-Santa Ana-Irvine MD
4707,1,6,59,5,30,0,7,2,1,Pedestrian,,,,1,1,2,0,2011,BROOKHURST ST,33.69725833,-117.9541583,Anaheim-Santa Ana-Irvine MD
4730,1,6,59,6,24,19,13,1,1,Bicyclist,,,,1,1,6,0,2011,CUBBON ST,33.73574167,-117.8710306,Anaheim-Santa Ana-Irvine MD
4761,1,6,37,7,3,2,0,1,1,Pedestrian,,,,1,1,1,0,2011,PACIFIC AVE,33.75572778,-117.8884306,Anaheim-Santa Ana-Irvine MD
4793,1,6,59,6,28,21,28,2,1,Pedestrian,,,,10,1,3,0,2011,17TH ST,33.75990278,-117.9066972,Anaheim-Santa Ana-Irvine MD
4827,1,6,59,8,10,12,53,2,1,Bicyclist,,,,1,1,4,0,2011,SHADY CYN DR,33.65346667,-117.7822722,Anaheim-Santa Ana-Irvine MD
4833,1,6,59,8,19,16,22,1,1,Pedestrian,,,,1,1,6,0,2011,KATELLA AVE,33.80296944,-118.0143389,Anaheim-Santa Ana-Irvine MD
4865,1,6,59,9,21,4,18,1,1,Pedestrian,,,,1,1,4,0,2011,MCFADDEN AVE,33.73751944,-117.9861722,Anaheim-Santa Ana-Irvine MD
4867,1,6,59,9,6,7,14,1,1,Pedestrian,,,,1,1,3,0,2011,CRONE AVE,33.82171111,-117.9371444,Anaheim-Santa Ana-Irvine MD
4878,1,6,59,10,1,4,10,1,2,Pedestrian,,,,1,2,7,1,2011,S HARBOR BL,33.80695556,-117.9154278,Anaheim-Santa Ana-Irvine MD
4895,1,6,59,9,16,6,15,1,1,Pedestrian,,,,10,1,6,0,2011,BRISTOL ST,33.73443333,-117.8851889,Anaheim-Santa Ana-Irvine MD
4903,1,6,59,9,8,20,36,1,1,Pedestrian,,,,1,1,5,0,2011,I-5,33.73268889,-117.8143389,Anaheim-Santa Ana-Irvine MD
4914,1,6,59,10,13,0,26,1,1,Bicyclist,,,,1,1,5,0,2011,W BALL RD,33.81803611,-117.9181861,Anaheim-Santa Ana-Irvine MD
4934,1,6,59,10,4,0,24,1,1,Pedestrian,,,,10,1,3,0,2011,NEWHOPE ST,33.74467222,-117.9287167,Anaheim-Santa Ana-Irvine MD
4937,1,6,59,7,22,1,48,1,2,Pedestrian,,,,1,1,6,0,2011,BROOKHURST ST,33.65776111,-117.9537556,Anaheim-Santa Ana-Irvine MD
4980,1,6,59,11,14,17,30,3,1,Pedestrian,,,,10,1,2,0,2011,ROSECRANS AVE,33.89546111,-117.9813917,Anaheim-Santa Ana-Irvine MD
4986,1,6,59,11,24,19,47,1,1,Pedestrian,,,,1,1,5,0,2011,SR-39,33.72997222,-117.9894083,Anaheim-Santa Ana-Irvine MD
5005,1,6,59,11,3,12,58,1,1,Bicyclist,,,,1,1,5,0,2011,E SANTIAGO CYN RD,33.79120278,-117.7579,Anaheim-Santa Ana-Irvine MD
5013,1,6,59,10,31,8,2,1,1,Pedestrian,,,,1,1,2,0,2011,15TH ST,33.757825,-117.8659667,Anaheim-Santa Ana-Irvine MD
5022,1,6,59,11,12,17,14,1,1,Bicyclist,,,,2,1,7,0,2011,WESTERN AVE,33.86196667,-118.0025361,Anaheim-Santa Ana-Irvine MD
5052,1,6,59,11,4,18,55,2,1,Pedestrian,,,,10,1,6,0,2011,W LINCOLN AVE,33.83204167,-118.0047667,Anaheim-Santa Ana-Irvine MD
5057,1,6,59,12,31,1,20,2,1,Pedestrian,,,,5,1,7,0,2011,WESTMINSTER AVE,33.75948611,-117.9605028,Anaheim-Santa Ana-Irvine MD
5078,1,6,59,12,1,5,54,1,1,Pedestrian,,,,1,1,5,0,2011,W KATELLA AVE,33.80341944,-117.9155444,Anaheim-Santa Ana-Irvine MD
5080,1,6,59,12,13,22,1,1,1,Bicyclist,,,,1,1,3,0,2011,SERRANO RD,33.639775,-117.6878528,Anaheim-Santa Ana-Irvine MD
5087,1,6,59,10,26,19,19,1,1,Pedestrian,,,,1,1,4,0,2011,YORKTOWN AVE,33.6795,-117.9918694,Anaheim-Santa Ana-Irvine MD
5095,1,6,59,12,29,13,16,1,1,Pedestrian,,,,1,1,5,0,2011,MADISON AVE,33.74825556,-117.9715111,Anaheim-Santa Ana-Irvine MD
5106,1,6,59,11,12,17,5,1,1,Bicyclist,,,,2,1,7,0,2011,ALICIA PKWY,33.59213889,-117.6990444,Anaheim-Santa Ana-Irvine MD
5112,1,6,59,11,9,18,22,3,2,Pedestrian,,,,1,1,4,1,2011,BEWLEY ST,33.74874444,-117.9179306,Anaheim-Santa Ana-Irvine MD
5134,1,6,59,10,22,5,12,2,1,Pedestrian,,,,1,1,7,0,2011,SR-39,33.82554444,-117.99325,Anaheim-Santa Ana-Irvine MD
5137,1,6,59,12,29,16,46,1,1,Bicyclist,,,,1,1,5,0,2011,CHAPMAN AVE,33.78853611,-117.9674,Anaheim-Santa Ana-Irvine MD
5221,1,6,59,1,20,18,41,1,1,Bicyclist,,,,1,1,6,0,2012,BROADWAY,33.74437222,-117.8697306,Anaheim-Santa Ana-Irvine MD
5231,1,6,59,1,28,20,38,1,1,Pedestrian,,,,1,1,7,0,2012,BROADWAY,33.74143333,-117.8697694,Anaheim-Santa Ana-Irvine MD
5243,1,6,59,1,21,12,36,1,1,Pedestrian,,,,1,1,7,0,2012,BROOKHURST ST,33.76102778,-117.9548639,Anaheim-Santa Ana-Irvine MD
5246,1,6,59,1,21,15,57,1,1,Pedestrian,,,,1,1,7,0,2012,SR-39,33.83865,-117.9949417,Anaheim-Santa Ana-Irvine MD
5248,1,6,59,2,10,12,31,1,1,Pedestrian,,,,1,1,6,0,2012,WARNER AVE,33.71646389,-117.9265167,Anaheim-Santa Ana-Irvine MD
5254,1,6,59,2,5,20,49,1,1,Pedestrian,,,,1,1,1,0,2012,SR-1,33.72630833,-118.0806889,Anaheim-Santa Ana-Irvine MD
5275,1,6,59,2,13,18,5,1,1,Pedestrian,,,,1,1,2,0,2012,SPRINGDALE ST,33.75814722,-118.0246028,Anaheim-Santa Ana-Irvine MD
5276,1,6,59,2,14,7,55,1,1,Bicyclist,,,,1,1,3,0,2012,VON KARMAN AVE,33.67625,-117.8533972,Anaheim-Santa Ana-Irvine MD
5296,1,6,59,2,27,18,11,1,1,Pedestrian,,,,10,1,2,0,2012,SR-39,33.66639167,-117.9883611,Anaheim-Santa Ana-Irvine MD
5322,1,6,59,1,13,19,13,1,1,Pedestrian,,,,1,1,6,0,2012,HASTER ST,33.78631944,-117.9061444,Anaheim-Santa Ana-Irvine MD
5325,1,6,59,2,6,18,50,1,1,Pedestrian,,,,1,1,2,0,2012,1ST ST,33.74559167,-117.8458333,Anaheim-Santa Ana-Irvine MD
5350,1,6,59,2,29,11,16,2,1,Bicyclist,,,,1,1,4,0,2012,BOLSA AVE,33.744525,-118.0308472,Anaheim-Santa Ana-Irvine MD
5363,1,6,59,4,6,20,27,2,1,Pedestrian,,,,1,1,6,0,2012,LAMBERT RD,33.92465278,-117.9546083,Anaheim-Santa Ana-Irvine MD
5379,1,6,59,4,22,23,21,2,1,Pedestrian,,,,10,1,1,0,2012,SR-39,33.69376667,-117.988975,Anaheim-Santa Ana-Irvine MD
5394,1,6,59,4,23,0,17,1,1,Pedestrian,,,,10,1,2,0,2012,BROOKHURST,33.75223056,-117.9550056,Anaheim-Santa Ana-Irvine MD
5395,1,6,59,4,24,20,16,3,1,Pedestrian,,,,1,1,3,0,2012,CERRITOS AVE,33.81029444,-117.97955,Anaheim-Santa Ana-Irvine MD
5400,1,6,59,5,20,16,7,1,1,Pedestrian,,,,1,1,1,0,2012,MAGNOLIA AVE,33.82489444,-117.9759306,Anaheim-Santa Ana-Irvine MD
5415,1,6,59,6,1,20,52,1,1,Pedestrian,,,,1,1,6,0,2012,I-5,33.79118889,-117.88925,Anaheim-Santa Ana-Irvine MD
